PARK ID,PARK NAME,FULL ADDRESS,CITY,STATE,ZIP CODE,CLASSIFICATION,WEBSITE,ACREAGE,AIRGUN RANGE,AIRNASIUM,ARCHERY  RANGE,BASKETBALL INDOOR,BASKETBALL OUTDOOR,BIKE REPAIR STATION,BIRD WATCHING WILDLIFE VIEWING,BLUEWAY TRAILHEAD,BMX TRACK,CANOE KAYAK LAUNCH,CRICKET PITCH,CROQUET COURT,DISC GOLF,DOG PARK,EQUESTRIAN,FISHING ACCESS,FITNESS CENTER,FITNESS STATION OUTDOOR,GARDEN ABORETUM,GOLF COURSE 9 HOLE,GOLF COURSE 18 HOLE,GREENWAY TRAILHEAD,MOUNTAIN BIKE TRAIL,MULTI-PURPOSE BALL FIELD,NATURE TRAIL,PAVILION,PLAYGOUND,PRIMITIVE TRAIL,RECREATION CENTER,RUGBY FIELD,RV PARK,SAND VOLLEYBALL,SHUFFLEBOARD,SKATE PARK,SOCCER FIELD,SPLASH PAD,STADIUM,SWIMMING POOL,TENNIS CENTER,TENNIS COURT,VELODROME,WALKING LOOP OUTDOOR,WALKING TRACK INDOOR,GEOLOCATION
PWNEE,PAWNEE STREET PARK,2100 SCENIC HWY,BATON ROUGE,LOUISIANA,70802,Neighborhood,http://www.brec.org/index.cfm/park/PawneeStreet,0.77,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.167969 30.46656)
PLMNO,PALOMINO DRIVE PARK,14100 PALOMINO DR,GREENWELL SPRINGS,LOUISIANA,70739,Neighborhood,http://www.brec.org/index.cfm/park/PalominoDrive,149.89,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,POINT (-91.011598 30.574595)
CDLST,CADILLAC STREET PARK,6117 CADILLAC ST,BATON ROUGE,LOUISIANA,70811,Neighborhood,http://www.brec.org/index.cfm/park/CadillacStreet,5.53,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,POINT (-91.129186 30.518068)
PLANK,PLANK ROAD PARK,19550 PLANK RD,ZACHARY,LOUISIANA,70791,Neighborhood,http://www.brec.org/index.cfm/park/PlankRoad,82.10,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.107858 30.640614)
SAIAP,TICKIE SAIA MEMORIAL PARK,855 N DONMOOR AVE,BATON ROUGE,LOUISIANA,70806,Neighborhood,http://www.brec.org/index.cfm/park/Saia,3.74,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.118605 30.457925)
BBSWP,BLUEBONNET SWAMP CONSERVATION AREA,10503 N OAK HILLS PKWY,BATON ROUGE,LOUISIANA,70810,Conservation,http://www.brec.org/index.cfm/park/BluebonnetSwamp,102.75,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.104375 30.370023)
MDISN,MADISON AVENUE PARK,1820 MADISON AVE,BATON ROUGE,LOUISIANA,70802,Neighborhood,http://www.brec.org/index.cfm/park/MadisonAvenue,0.97,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.170475 30.467378)
PRKLN,PARKLAWN PARK,12228 PARKLAWN AVE,BATON ROUGE,LOUISIANA,70816,Neighborhood,http://www.brec.org/index.cfm/park/Parklawn,5.53,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,POINT (-91.045195 30.404201)
CHMBR,CHAMBERLAIN STREET PARK,16900 CHAMBERLAIN AVE,BAKER,LOUISIANA,70714,Neighborhood,http://www.brec.org/index.cfm/park/ChamberlainStreet,4.71,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,POINT (-91.182748 30.60553)
FLNCR,FLANACHER ROAD PARK,801 S FLANNERY RD,BATON ROUGE,LOUISIANA,70815,Neighborhood,http://www.brec.org/index.cfm/park/Flanacher,175.00,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,POINT (-91.034639 30.450558)
NAIRN,NAIRN DRIVE PARK,2800 NAIRN DR,BATON ROUGE,LOUISIANA,70808,Neighborhood,http://www.brec.org/index.cfm/park/NairnDrive,7.43,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,POINT (-91.146268 30.422995)
SHRLF,SOUTH HARRELL'S FERRY NATURE RESERVE,15750 S HARRELL'S FERRY RD,BATON ROUGE,LOUISIANA,70816,Conservation,http://www.brec.org/index.cfm/park/SouthHarrellsFerry,29.29,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.014543 30.426892)
JFRST,JEFFERSON STREET PARK,3503 JEFFERSON ST,BAKER,LOUISIANA,70714,Neighborhood,http://www.brec.org/index.cfm/park/JeffersonStreet,10.00,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,POINT (-91.161549 30.5906)
SGRLD,SUGARLAND PARK,4700 SUGAR LAND DR,BATON ROUGE,LOUISIANA,70814,Neighborhood,https://www.brec.org/index.cfm/park/Sugarland,4.75,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,POINT (-91.040305 30.492404)
BAYWD,BAYWOOD PARK,20001 PRIDE-BAYWOOD RD,GREENWELL SPRINGS,LOUISIANA,70739,Neighborhood,http://www.brec.org/index.cfm/park/Baywood,30.87,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,POINT (-90.914756 30.711177)
MLSAV,MILLS AVENUE PARK,401 MILLS AVE,BATON ROUGE,LOUISIANA,70807,Neighborhood,http://www.brec.org/index.cfm/park/MillsAvenue,5.49,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,POINT (-91.194955 30.53271)
QRTHS,QUARTERHORSE NATURE RESERVE,23400-23500 QUARTER HORSE DR,ZACHARY,LOUISIANA,70791,Conservation,http://www.brec.org/index.cfm/park/QuarterhorseDrive,21.93,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.172549 30.694819)
CLGTN,COLLEGE TOWN PARK,251 AMHERST AVE,BATON ROUGE,LOUISIANA,70808,Neighborhood,http://www.brec.org/index.cfm/park/CollegeTown,1.20,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.171364 30.404782)
ANATJ,ANNA T. JORDAN COMMUNITY PARK,1750 STILT ST,BATON ROUGE,LOUISIANA,70807,Community,http://www.brec.org/index.cfm/park/AnnaTJordanCommunityPark,39.62,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO,POINT (-91.175259 30.527419)
,,3069 PLANK RD,BATON ROUGE,LOUISIANA,70805,Neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-91.161416981 30.476208969)
BRNHT,BROWN HEIGHTS PARK,15206 PLANK RD,BAKER,LOUISIANA,70714,Neighborhood,http://www.brec.org/index.cfm/park/BrownHeights,6.70,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,POINT (-91.125013 30.586059)
BRDSN,BIRD STATION PARK,2623 MICHELLI DR,BATON ROUGE,LOUISIANA,70805,Neighborhood,http://www.brec.org/index.cfm/park/BirdStation,4.00,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.12723 30.472412)
TRSTN,TRISTIAN NATURE RESERVE,5209 TRISTIAN AVE,BAKER,LOUISIANA,70714,Conservation,http://www.brec.org/index.cfm/park/TristianAvenue,10.00,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.143545 30.599195)
JMWAT,JAMES WATSON PARK,10555 N PARK AVE,BATON ROUGE,LOUISIANA,70811,Neighborhood,http://www.brec.org/index.cfm/park/JamesWatson,14.76,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,POINT (-91.117278 30.544963)
SPAIN,SPAIN STREET PARK,2101 SPAIN ST,BATON ROUGE,LOUISIANA,70806,Neighborhood,http://www.brec.org/index.cfm/park/SpainStreet,0.75,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.166629 30.44489)
TAMDR,TAMS DRIVE PARK,11600 TAMS DR,BATON ROUGE,LOUISIANA,70815,Neighborhood,http://www.brec.org/index.cfm/park/TamsDrive,6.00,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.054206 30.466668)
MMPLT,MAGNOLIA MOUND PLANTATION,2161 NICHOLSON DR,BATON ROUGE,LOUISIANA,70802,Special Facility,http://www.brec.org/index.cfm/park/MagnoliaMoundPlantation,15.11,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.187958 30.426591)
LTLFR,LITTLE FARMS PARK,3754 LITTLE FARMS DR,ZACHARY,LOUISIANA,70791,Neighborhood,http://www.brec.org/index.cfm/park/LittleFarms,2.30,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,POINT (-91.112145 30.640804)
MDWPK,MEADOW PARK,6951 MEADOW PARK AVE,BATON ROUGE,LOUISIANA,70810,Neighborhood,http://www.brec.org/index.cfm/park/Meadow,8.14,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,POINT (-91.069272 30.372194)
CITBP,CITY-BROOKS COMMUNITY PARK,1515 DALRYMPLE DR,BATON ROUGE,LOUISIANA,70808,Community,http://www.brec.org/index.cfm/park/CityBrooksCommunityPark,158.13,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,YES,NO,POINT (-91.16845 30.434252)
RIODR,RIO DRIVE PARK,6900 RIO DR,BATON ROUGE,LOUISIANA,70812,Neighborhood,http://www.brec.org/index.cfm/park/RioDrive,5.92,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.121395 30.503751)
HRDNG,HARDING STREET PARK,4037 HARDING ST,BAKER,LOUISIANA,70714,Neighborhood,http://www.brec.org/index.cfm/park/HardingStreet,10.33,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,POINT (-91.156875 30.583614)
FRTAD,FORTUNE ADDITION PARK,5900 PEERLESS ST,BATON ROUGE,LOUISIANA,70811,Neighborhood,http://www.brec.org/index.cfm/park/FortuneAddition,10.18,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,POINT (-91.132287 30.516849)
LACLA,CLAYCUT BAYOU PARK,6998 ANTIOCH RD,BATON ROUGE,LOUISIANA,70817,Neighborhood,http://www.brec.org/index.cfm/park/Louisiana,7.30,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.007377 30.387799)
FLNRY,FLANNERY ROAD PARK,864 FLONACHER RD,ZACHARY,LOUISIANA,70791,Neighborhood,http://www.brec.org/index.cfm/park/FlanneryRoad,16.51,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,POINT (-91.229842 30.66636)
SMDAG,SAMUEL D'AGOSTINO PARK,10300 EL SCOTT AVE,BATON ROUGE,LOUISIANA,70811,Neighborhood,http://www.brec.org/index.cfm/park/SamuelDAgostino,10.33,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,POINT (-91.073456 30.500051)
EVNGL,EVANGELINE STREET PARK,4201 EVANGELINE ST,BATON ROUGE,LOUISIANA,70805,Neighborhood,http://www.brec.org/index.cfm/park/EvangelineStreet,7.94,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,POINT (-91.148269 30.492947)
INDPN,INDEPENDENCE COMMUNITY PARK,7505 INDEPENDENCE BLVD,BATON ROUGE,LOUISIANA,70806,Community,http://www.brec.org/index.cfm/park/independenceCommunityPark,96.02,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,NO,YES,NO,POINT (-91.111038 30.44536)
MMSTD,MEMORIAL SPORTS COMPLEX,1702 FOSS ST,BATON ROUGE,LOUISIANA,70802,Special Facility,http://www.brec.org/index.cfm/park/MemorialStadium,36.83,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,POINT (-91.172094 30.4598)
CUNRD,CUNARD-GORE ROAD PARK,2290 CUNARD AVE,BATON ROUGE,LOUISIANA,70807,Neighborhood,http://www.brec.org/index.cfm/park/CunardAvenue,3.80,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,POINT (-91.170598 30.552928)
JCKRN,JACOB KORNMEYER NATURE RESERVE,13000-13400 HOOPER RD,GREENWELL SPRINGS,LOUISIANA,70739,Conservation,http://www.brec.org/index.cfm/park/JacobKornmeyer,40.00,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-90.997903 30.570596)
LMWLE,LEO AND MURLIN WILLIE PARK,4101 STUMBERG LN,BATON ROUGE,LOUISIANA,70817,Neighborhood,http://www.brec.org/index.cfm/park/LeoMurlinWillie,2.54,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.035425 30.414269)
DAYTN,DAYTON STREET PARK,2404 DAYTON ST,BATON ROUGE,LOUISIANA,70805,Neighborhood,http://www.brec.org/index.cfm/park/DaytonStreet,0.50,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.166206 30.488063)
BELFR,BELFAIR PARK,4390 FAIRFIELDS AVE,BATON ROUGE,LOUISIANA,70802,Neighborhood,http://www.brec.org/index.cfm/park/Belfair,0.93,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.146633 30.467461)
GRWSP,GREENWELL SPRINGS PARK,7550 SHADY PARK DR,GREENWELL SPRINGS,LOUISIANA,70739,Neighborhood,http://www.brec.org/index.cfm/park/GreenwellSprings,13.00,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,POINT (-91.011185 30.520889)
BCHNN,BUCHANAN PARK,2300 MISSOURI ST,BATON ROUGE,LOUISIANA,70802,Neighborhood,http://www.brec.org/index.cfm/park/Buchanan,0.23,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.172149 30.425408)
STMPG,SANTA MARIA PARK,18460 SANTA MARIA PKWY,BATON ROUGE,LOUISIANA,70809,Neighborhood,http://www.brec.org/index.cfm/park/SantaMariaPark,170.90,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,POINT (-91.009044 30.341042)
ALSEN,ALSEN PARK,601 OLD RAFE MAYER RD,BATON ROUGE,LOUISIANA,70807,Neighborhood,http://www.brec.org/index.cfm/park/Alsen,19.85,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,POINT (-91.197566 30.570722)
OHHWY,OLD HAMMOND HIGHWAY PARK,8900 OLD HAMMOND HWY,BATON ROUGE,LOUISIANA,70806,Neighborhood,http://www.brec.org/index.cfm/park/OldHammondHighway,12.90,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,POINT (-91.087887 30.430937)
KRNAN,KERNAN AVENUE PARK,333 KERNAN AVE,BATON ROUGE,LOUISIANA,70802,Neighborhood,http://www.brec.org/index.cfm/park/KernanAvenue,5.21,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.155898 30.450691)
REAMS,REAMES ROAD PARK,23223 REAMES RD,ZACHARY,LOUISIANA,70791,Neighborhood,http://www.brec.org/index.cfm/park/ReamesRoad,5.00,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,POINT (-91.027428 30.690453)
DRSLA,DRUSILLA LANE PARK,2546 DRUSILLA LN,BATON ROUGE,LOUISIANA,70809,Neighborhood,http://www.brec.org/index.cfm/park/DrusillaLane,5.03,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,POINT (-91.084201 30.427214)
BAKRC,BAKER RECREATION CENTER,1420 ALABAMA AVE,BAKER,LOUISIANA,70714,Neighborhood,http://www.brec.org/index.cfm/park/BakerRecreationCenter,0.50,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
INDST,INDUSTRIPLEX PARK,10777 INDUSTRIPLEX BLVD,BATON ROUGE,LOUISIANA,70809,Neighborhood,http://www.brec.org/index.cfm/park/Industriplex,8.86,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
NEGTN,NORTH 18TH STREET PARK,1801 GAYOSA ST,BATON ROUGE,LOUISIANA,70802,Neighborhood,http://www.brec.org/index.cfm/park/North18thStreet,1.00,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.170536 30.454097)
FRFAX,FAIRFAX PARK,5300 S AFTON PKWY,BATON ROUGE,LOUISIANA,70806,Neighborhood,http://www.brec.org/index.cfm/park/Fairfax,1.00,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.135021 30.453079)
KTHYD,KATHY DRIVE PARK,1801 KATHY DR,BATON ROUGE,LOUISIANA,70816,Neighborhood,http://www.brec.org/index.cfm/park/KathyDrive,32.97,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,POINT (-91.014462 30.443249)
LNIER,LANIER DRIVE PARK,3901 LANIER DR,BATON ROUGE,LOUISIANA,70812,Neighborhood,http://www.brec.org/index.cfm/park/LanierDrive,3.24,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.107924 30.486603)
